id,showname
942,Fortney Pete Stark*
943,"DIRIDON JR., RODNEY"
944,"PINEDA, DOROTHY"
945,Robert Chandler
946,"BUSTAMANTE, CRUZ M."
947,Hugh Bussell
948,Mark Takano*
949,Julie Griffith-Flatter
950,"PETTIS, GREGORY S."
951,"KASPERZAK JR., R. MICHAEL"
952,"EU, MARCH FONG"
953,"WILLOUGHBY, ANTHONY"
954,Jerry Kowal
955,Lorena Gonzalez*
956,"REYES, ELOISE"
957,"STEINORTH, MARC"
958,"PAROSKI, SEAN"
959,John Renison
960,"SHAW, TIM"
961,"IMBASCIANI, VITO"
962,Gregg D. Fritchle
963,"SONG, PAUL"
964,"COTO, JOE"
965,Ronald Paul Kabat
966,"PORTANTINO, ANTHONY"
967,"WALKER, PROPHET"
968,"MILLER, GLENN A."
969,"SNODGRASS, DONNA J."
970,Darcel Woods
971,"DEFRANK, DAVID"
972,Karina Onofre
973,"HERTZBERG, ROBERT"
974,Tom Daly*
975,David Hadley
976,"LEVEY, JONATHAN"
977,"COPPES, GREGORY L"
978,Charles M. Calderon*
979,"PESCETTI, ANTHONY"
980,"RIDDLE, PHLUNTE"
981,"NESBET, BARBARA"
982,"MCGILL, MICHAEL"
983,Holly J. Mitchell*
984,"KOUNALAKIS, ELENI"
985,Larry S. Andre
986,"CALDERON, THOMAS M."
987,"PLESCIA, GEORGE A."
988,Nachum Shifren
989,"GRAY, MATTHEW W."
990,"PINARD, MARGARET ANN"
991,"WASHINGTON, CARL"
992,"GILBERT, JOANNE T."
993,John Moore
994,Suzanne Olivos
995,"RODITIS, KONSTANTINOS"
996,"NEMETH, EDWARD J."
997,Ted W. Lieu
998,Roger Dickinson
999,"VEENKER, VICKI"
1000,"HARDY, STEVE M."
1001,Kevin R. Scott
1002,Rob Maffit
1003,"GUBLER, WARREN"
1004,"BRUNNER, JANE"
1005,Paul A. Smith
1006,"BULLOCK, DENNIS R"
1007,Art Kiesel
1008,Ricardo Antonio Benitez
1009,"BUCHANAN, JOAN"
1010,"CAMEJO, PETER M."
1011,"CONRAD, BILL"
1012,"KARNO, NICK"
1013,"WARREN, ELIZABETH"
1014,"BARAJAS, ESTHER"
1015,Patrick O'Donnell
1016,"DE LA FUENTE, IGNACIO"
1017,Terry Rathbun
1018,"PULLEN-MILES, ROBERT"
1019,"HUNT, CLARENCE"
1020,"UMBERG, THOMAS J."
1021,Marie Waldron
1022,"PONCE, JAIME OLIVER"
1023,Michael Eggman
1024,Noel A. Jaimes
1025,"BUTTERFIELD, PAUL"
1026,"AGUIAR-CURRY, CECILIA"
1027,"GREENE, LYN"
1028,"HORSPOOL, RAYMOND P."
1029,Bob Flores
1030,Robert Bernosky
1031,"CURRY, KEITH"
1032,"MCGRATH, ROSALIND A."
1033,"COOLEY, STEVE"
1034,Cynthia Santiago
1035,Kathleen Henry
1036,"O'CONNELL, JACK"
1037,Sherry Walker
1038,"PETTIS, GREG"
1039,David Dreier*
1040,"PORTILLO, CESAR"
1041,"MANAYAN, HENRY C."
1042,Ray Lutz
1043,"SCHERMAN, SOPHIA GONZALES"
1044,"SCOTT, JACK"
1045,Wendy Gabriella
1046,"MC HUGH, PETER A."
1047,"ALI, ANILA"
1048,"HARRIS, ELIHU"
1049,"GERBER, DONNA C."
1050,"MC IVER, BARBARA G."
1051,Cameron M. Smyth*
1052,"EASTIN, DELAINE"
1053,Tom Watson
1054,"ZETTEL, CHARLENE"
1055,"THOMSON, HELEN M. (WITHDRAWN)"
1056,Jerry Tetalman
1057,"HOWORTH, AMY"
1058,"DUTRA, JOHN A."
1059,"GENTRY, DORIS L."
1060,"ARONER, DION"
1061,"ADAMS, STEVE"
1062,"DOMINGUEZ, FRANCISCO"
1063,"Chengzhi ""George"" Yang"
1064,"BERMUDEZ, RUDY"
1065,"SIMMONS, RICHARD J."
1066,Tom Walsh
1067,Brian Daniel Whelan
1068,"AKILI, GREGORY"
1069,"ECHOLS, ELIZABETH"
1070,"IVIE, RICKEY"
1071,"MCDONALD, KRISTINE LANG"
1072,Robert Carabas
1073,"MANN, CHRIS"
1074,"FIREBAUGH, MARCO ANTONIO"
1075,Donald J. Trump
1076,"KARNETTE, BETTY"
1077,"RUSKIN, IRA"
1078,"TRAN, KIM NGOC"
1079,"HUDSON, MICHAEL J."
1080,Charlotte A. Svolos
1081,"GOLDBERG, JACKIE"
1082,"MONTEITH, DICK J."
1083,Kamala D. Harris
1084,William Rodriguez Morrison
1085,Kevin D. Melton
1086,"CANCIAMILLA, JOSEPH"
1087,"MARCIANO, GEORGES"
1088,"ZOSLOCKI, WILLIAM"
1089,"WESSON, HERMAN J"
1090,Carly Fiorina
1091,Danny R. Turner
1092,"LA SUER, JAY"
1093,Gregory Allen
1094,"Ruben ""RJ"" Hernandez"
1095,Nicholas Shestople
1096,"KRAFT, GREGORY A."
1097,"HILL JR, SAMUEL JOEY"
1098,"SCHANZ, TERRY"
1099,"NAKANISHI, ALAN S."
1100,"MATHIS, DEVON J."
1101,"HERNANDEZ, MANUEL P."
1102,"LYONS, JOSEPH"
1103,"DAYSOG, ANTHONY H."
1104,"DE LA PIEDRA, MARIO"
1105,"WATERFIELD, HENRIETTA CARMEN"
1106,"PERRY, LAURA"
1107,"DICK, LARRY"
1108,"CRAFFEY, MATTHEW G."
1109,"RAMIREZ, FRANCISCO"
1110,"ROBEY, ED A."
1111,Elizabeth Emken
1112,"TAITZ, ORLY"
1113,"MASRY, FERIAL"
1114,Henry A. Waxman*
1115,"SANCHEZ, ALFONSO"
1116,"NARITELLI, LAWRENCE"
1117,"ACKERMAN, RICHARD"
1118,"BORGEAS, ANDREAS"
1119,"BLOUNT, STEVE"
1120,"PRICE, PAMELA"
1121,"SKIPAKEVICH, MICHAEL"
1122,"URANGA, TONIA R."
1123,"LEVINE, DANIEL"
1124,"PHILLIPS, ESTES A"
1125,Donn Coenen
1126,"MCKINNEY, DON"
1127,"BARTH, STASYI A."
1128,Bill Bloomfield
1129,"BADE, OTTO R."
1130,"THURMOND, TONY"
1131,Curt Hagman*
1132,"HOLOBER, RICHARD"
1133,"HARDEN, DAN"
1134,"RUBIO, SUSAN"
1135,"GALLEGOS, MARTIN,"
1136,"BENNETT, AUSTIN"
1137,"THIESEN, TIM"
1138,"ACOSTA, DANTE"
1139,Otto Lee
1140,"VAZQUEZ, TONY"
1141,"PHAM, LONG K."
1142,"LEROE-MUNOZ, PETER B."
1143,"WOLK, DANIEL M."
1144,Ro Khanna
1145,"GALLARDO-ROOKER, ALEXANDRA"
1146,Mark DeSaulnier*
1147,"LEHMAN, CHRIS"
1148,"SALAS, MARY H."
1149,"FUENTES, JORGE SALOMON"
1150,Christopher Salabaj
1151,"OLIVIER, CLINT"
1152,"LE, VAN"
1153,Chuck Page
1154,"WARREN, ACQUANETTA H."
1155,Star Moffatt
1156,"CHERNY, ANDREI"
1157,"BOYD, MARC"
1158,"JEHN, ROBERT KEITH"
1159,"HARRIS-FORSTER, LINDA"
1160,Brett Murdock
1161,Diana G. Shaw
1162,Johnny M. Tacherra
1163,"GABRIEL, JESSE"
1164,"CHAN, WILMA"
1165,"BROWN, DAVID K."
1166,"BANNISTER, WESLEY M."
1167,"DALE, JACK"
1168,Scott Kirkland
1169,"DICKSON, KENNETH C"
1170,"ALLEN-NEWMAN, SAMANTHA"
1171,V. Manuel Perez*
1172,Wendy Reed
1173,"CHEN, PHILLIP"
1174,"SOTO , NELL"
1175,Ralph Denney
1176,Harinder Grewal
1177,"DIAZ, HECTOR"
1178,John Uebersax
1179,"CHOI, PETER"
1180,"PIERCE, LEE"
1181,Marilyn M. Singleton
1182,Keith Brandon Mc Cowen
1183,"WICKS, BUFFY"
1184,"MEZA, MICHAEL G.,"
1185,"GATTO, MIKE"
1186,Nader Shahatit
1187,"METTLER, KENNETH L."
1188,Christina Avalos
1189,Bill Hedrick
1190,"MACHADO, GERARD J."
1191,Laura Richardson*
1192,Henry T. Perea*
1193,"ALBY, BARBARA"
1194,"HUBER, ALYSON"
1195,"HALLINAN JR., TOM"
1196,"JONES, ROBERT L."
1197,Rosalind Freeman
1198,"SHAW, LYN"
1199,David Harmer
1200,"FLETCHER, NATHAN B."
1201,Brian A. Gutierrez
1202,"SAYLOR, DON"
1203,"BENNETT, JD"
1204,"AVALOS, CARMEN"
1205,Ben Allen
1206,"HAYASHI, DENNIS"
1207,"PEREZ, JULIO"
1208,"SIMMONS, EVE"
1209,"KINNEY, RICHARD"
1210,"SALDANA, LORI"
1211,"LOO, KENNETH J."
1212,"BEALL, JIM"
1213,"WILLIAMS JR., HENRY L."
1214,"MC PHERSON, BRUCE A"
1215,"DEVORE, CHUCK"
1216,"LONGVILLE, JOHN"
1217,"John Wood, Jr."
1218,Bob Conaway
1219,Bill Emmerson*
1220,Doug Shepherd
1221,Steve Sanchez
1222,"PACKARD, SCOTT D."
1223,"RAMIREZ, RUDY"
1224,Nick Popaditch
1225,"HILTON, JAWANE"
1226,"WAGNER, DON"
1227,Johnathon Levar Ervin
1228,"NIELLO, ROGER"
1229,"MEDFORD, JAMES D."
1230,"VARGAS, MARK"
1231,"VILLARAIGOSA, ANTONIO"
1232,Loraine Goodwin
1233,John C. Goya
1234,"FORSCH, GLEN"
1235,Joe M. Gardner
1236,"POLLOCK, DAVID"
1237,Brian Hendry
1238,"MENCHACA, ALEJANDRO"
1239,Patrick Malloy
1240,"KONNYU, ERNEST L."
1241,Todd Royal
1242,"ARNOLD, LEFRANCIS"
1243,"VELDSTRA, RICK"
1244,Jeff Taylor
1245,"WATSON, LUPE RAMOS"
1246,Benjamin Campos
1247,Lois Capps*
1248,Mike Davis*
1249,"BUTLER, BETSY"
1250,"WALKER, DAN"
1251,"LEVITT, SCOTT L."
1252,"MAESTAS, KATHERINE E."
1253,"POPE, CARTER N."
1254,George Miller*
1255,"ODEN, RON"
1256,Mesbah Islam
1257,Anne Cameron
1258,Susan Talamantes Eggman*
1259,"SHELLEY, SUSAN"
1260,Dale K. Mensing
1261,"LACKEY, THOMAS W."
1262,John Campbell*
1263,Tony Mendoza
1264,"TURNER, BISHOP EDWARD"
1265,"ORNELLAS, LEROY"
1266,Mae Cendaña Torlakson
1267,William (Bill) Brough
1268,"MORRELL, MICHAEL L."
1269,"WALDMAN, STUART"
1270,"DICKERSON, RICHARD \DICK\"""""
1271,Peter Tateishi
1272,"APPELQUIST, BARBI"
1273,Charles Bennett Jr.
1274,"FOWLER, FREDERIK M."
1275,"Tim Weintz, Sr."
1276,"SANTILLAN-BEAS, MARIA T."
1277,Jack Uppal
1278,"RICHARDS II, PAUL H."
1279,"BOOT, SARAH R"
1280,Mattie Fein
1281,Tom Lynch
1282,"PINEDA, RENE GONZALO"
1283,"AGUERO, ANDREW S."
1284,"BAUGH, LES"
1285,Troy Edgar
1286,"SANDERS, SEDALIA"
1287,"KROVOZA, JOSEPH F."
1288,"CARRILLO, JR., FRANCISCO"
1289,"APPEL, JUDY"
1290,Scott Thomas Wilk
1291,Mari Goodman
1292,Douglas Haaland
1293,"HORTON, SHIRLEY"
1294,Isidro Armenta
1295,Tony Strickland
1296,"MC CABE, BRIAN L."
1297,"HEGYI, PAUL G."
1298,"PATE, JOHN"
1299,"OSBORN, TORIE"
1300,Brian Bilbray*
1301,"KLASKE, FREDERIC C."
1302,Rafael A. Dagnesses
1303,"DANTONA JR., JIM"
1304,Scott Peters*
1305,ArLyne Diamond
1306,"MATHEWS, RICHARD M."
1307,"TERAMOTO, JASON K."
1308,Luis A. Wong
1309,Janet Nguyen
1310,"KAMENA, SCOTT"
1311,"BELDEN, MARK"
1312,"VILLINES, MICHAEL N."
1313,Luis Chavez
1314,"KERN, JERRY"
1315,"BROWN, MARGARET"
1316,"FUENTES, FELIPE"
1317,Doug Ose
1318,"TAYLOR, THERESA"
1319,"GIBSON, JAMES E."
1320,"GANTT, GENE"
1321,"SCHIPSKE, E. \GERRIE\"""""
1322,Tyler Fischella
1323,"WHITMAN, MARGARET C."
1324,Evan McMullin
1325,"ESTRADA, RAFAEL"
1326,Prophet La'Omar Walker
1327,"PEREZ, IRELLA"
1328,"COX, TERESA"
1329,"TINAJERO, SAL"
1330,"LOWRY, JOHN R."
1331,"LAIRD, JOHN S."
1332,Dave Chapman
1333,"MARTINEZ, EFREN"
1334,"LUCAN, ERIC A."
1335,"REYES, ELOISE GOMEZ"
1336,Melissa Fox
1337,"OSTRANDER, DANIEL LEE"
1338,"ACUNA JR., JOEY V."
1339,Rick L. Powell
1340,Gary Kephart
1341,Laura A. Peter
1342,"GOMEZ, ARMANDO"
1343,"GARCIA, MONICA"
1344,Omar Navarro
1345,Roger F. Lasson
1346,"WILK, SCOTT T."
1347,"WELCH, KATHERINE"
1348,"DISPENZA, MIKE"
1349,"RUSSO, JOHN A."
1350,Gila Jones
1351,"KUYKENDALL, STEVEN T."
1352,"VALENTINE, BOB"
1353,Marty Block*
1354,"GORDON, MIKE"
1355,Steve Cohn
1356,Roman Gabriel Gonzalez
1357,"COHN, REBECCA"
1358,"DIAZ, MANNY"
1359,"WOOD, JAMES D."
1360,"BLUMENFIELD, BOB"
1361,Mike Feuer*
1362,"SHELBY, JAMES C."
1363,"NAKANO, GEORGE"
1364,"REED, JIM"
1365,"LEON, PAUL S."
1366,"MAC ALONEY, WILLIAM"
1367,"GHARABIKLOU, CAMERON J."
1368,"JACKSON, SUZANNE"
1369,"Virginia ""Mari"" Goodman"
1370,Eric Swalwell*
1371,Matthew Harper
1372,"PRUITT, DAVID ROA"
1373,"CANNELLA, ANTHONY JOSEPH"
1374,"EGGMAN, SUSAN"
1375,Ruben Macareno
1376,Perrin Swanlund
1377,"BISHOP, ART"
1378,"MOORLACH, JOHN"
1379,"KILEY, KEVIN"
1380,"STONE, JEFF"
1381,Ron Varasteh
1382,Jose Trinidad Aguilar
1383,Jordan Cunningham
1384,"STEIN, GREGORY A."
1385,"KREKORIAN, PAUL"
1386,"WALSH, CHAD RICHARD"
1387,"YOUNG, JOEL B."
1388,"ENGLAND, MARY"
1389,"PAPAN, LOU"
1390,"BUELNA, GABRIEL"
1391,"KILLIAN, CLINTON"
1392,"RICHARD, RAINEY"
1393,Larry Beaman
1394,"SMITH, RONALD D."
1395,Esthela Torres Siegrist
1396,"NATION, JOE"
1397,"GASTIL, GEORGE C."
1398,"BAYLISS, SHAWN"
1399,"CAMPBELL, TOM"
1400,Suzanne Savary
1401,"MC KEON, PATRICIA"
1402,Paul Vincent Avila
1403,"GONZALEZ, ARACELI"
1404,"MAZE, REBECCA"
1405,"PRICE-CRAWLEY, PAMELA"
1406,"NAMAZI, NAZ"
1407,Mark Gilham
1408,"ANDAL, DEAN"
1409,"POHL, BOB"
1410,"MC LAUGHLIN , JOHN T."
1411,"BRITT, HARRY"
1412,"HUFFINGTON, ARIANNA"
1413,"SALEH, ALI"
1414,"TUCKER, SUZANNE"
1415,Alan Lowenthal*
1416,Preston Picus
1417,Scott Folkens
1418,"KORETZ, PAUL"
1419,"MATTHEWS, BARBARA"
1420,"GREEN, DARCIE"
1421,Greg Diamond
1422,"ANDERSON, JOEL"
1423,"MELENDEZ, RICHARD"
1424,"SIDHU, HARRY"
1425,Lawrence R. Wiesner
1426,Gregg Imus
1427,"GRAHAM, PHIL"
1428,"MULLENS, JR., THOMAS A."
1429,"EARLY, ERIC"
1430,Jerry McNerney*
1431,"MOORE, MARGARET \PEGGY\"""""
1432,"GRAY, GLORIA"
1433,"POIZNER, STEVE"
1434,Ryan Hatcher
1435,"RUNNER, SHARON"
1436,"REED, THOMASINA"
1437,"TOWNSEND, DAVID G."
1438,"RIORDAN, RICHARD"
1439,"RAMOS, MIKE"
1440,"ENG, MIKE"
1441,G. Burt Lancaster
1442,"ENG, MICHAEL"
1443,Doris Matsui*
1444,"RUBAY, JOSEPH A."
1445,Adnan Shahab
1446,"FLOWERS-ZUNIGA, SALLY A."
1447,Rico Oller
1448,Jim Cooper
1449,Brad Jonathan Taylor
1450,"BLEICH, JEFF"
1451,"GUZMAN, GERRI"
1452,"JOHNSON, BRIAN C."
1453,Sue Caro
1454,"MERCADO-FORTINE, GLORIA"
1455,"CONLON, P. GREGORY"
1456,"THIESEN, TIMOTHY A."
1457,Daniel W. Roberts
1458,"MAHMOOD, ASIF"
1459,"SCHOHR, RYAN"
1460,Ron DeBlauw
1461,"MIKELS, MARJORIE M."
1462,"BILODEAU, DENIS"
1463,"BAGATELOS, JONATHAN P."
1464,"BAILEY, STEVEN"
1465,"KIRALY, VIRGINIA C."
1466,"WALKER, LARRY"
1467,"Arthur ""Art"" Moore"
1468,"COX, JOHN H."
1469,"CRESSMAN, DEREK"
1470,"CHAMP, GLENN"
1471,"RAMIREZ, RICK"
1472,Vince Fong
1473,"MARKOVICH, PETER SCOTT"
1474,"GUTIEREZ, LYDIA ANN"
1475,"MARINELLI, LOUIS J."
1476,"SULLIVAN, ROBIN S."
1477,"REYES, EDWARD PAUL"
1478,Daniel Sahagun
1479,"CAMPBELL, WILLIAM J."
1480,"DUVALL, MIKE"
1481,Jonathon Louis Sosa
1482,"BUCK, JILL"
1483,Melissa Melendez*
1484,"Carlos ""Chuck"" Taylor"
1485,"BAKER, JOHN"
1486,Francine Busby
1487,"NASH-HOFF, MICHELE"
1488,"PACHECO, ROBERT \BOB\"""""
1489,Gary Clift
1490,"LOWENTHAL, SUJA"
1491,Mary Toman-Miller
1492,"RICHMAN MD, KEITH"
1493,"MORRISON, WILLIAM M."
1494,"JORDAN, SUSAN"
1495,"LACHMAN, ANDREW"
1496,Henry Stern
1497,"COLE, ROBERT"
1498,"POYTHRESS , ROBERT"
1499,"ACKERMAN, LINDA"
1500,"LEONARD, BILL"
1501,"WARD, MITCH"
1502,"FUENTES, CHUCK"
1503,"GILBREATH, PATRICIA L."
1504,"CRAWFORD, CRYSTAL"
1505,Ash Kalra
1506,"FRUSETTA, PETER"
1507,"YOUNG, CRAIG"
1508,"Kathleen ""Suzy"" Evans"
1509,"IRWIN, JACQUI"
1510,"KEATING, JANICE E."
1511,"HALL, VINCE HENRY"
1512,"YARBROUGH, D. SHELLY"
1513,"BAUGH, SCOTT"
1514,"KUEHL, SHEILA J."
1515,"Bernard ""Bernie"" Sanders"
1516,Matt Heath
1517,Robert W. Derlet
1518,"GLAZER, STEVEN"
1519,"BRYSON, ANNA"
1520,"HASWELL, ROB"
1521,"ROESCH, JEAN"
1522,"WILLEY, LARRY"
1523,Dennis Cardoza*
1524,"NAHABEDIAN, NAYIRI"
1525,"GARCIA, CARMELITA"
1526,"DOW, DANIEL L."
1527,"GORSULOWSKY, TIMOTHY S."
1528,Andy Pugno
1529,"MC FARLAND, BRUCE DAVID"
1530,"FLORES, ARMANDO M."
1531,"FORD, MARY JO"
1532,"RAMIREZ, MANUEL A."
1533,"GORDON, BARRY"
1534,"CALAYCAY, COREY L."
1535,Gary G. Miller*
1536,"BATTIN JR., JAMES F."
1537,"IZEN, TYLER"
1538,"PEPPLER, SUSAN"
1539,"BECKLES, JOVANKA"
1540,Scott R. Jones
1541,"BERRYHILL, WILLIAM R."
1542,"PRANG, JEFFREY"
1543,"RUSH, ROBERT L."
1544,Chris Blake Wiggins
1545,"LEHMANN, HARRY"
1546,Robert (Bob) Evans
1547,"ARONER, DION LOUISE"
1548,"Howard P. ""Buck"" McKeon*"
1549,Drew E. Leavens
1550,José Luis Perez
1551,Fran Florez
1552,"AANESTAD, SAMUEL"
1553,Dana Rohrabacher
1554,"CLUTE, STEVE W."
1555,Ronald J. O'Donnell
1556,Ricky Gill
1557,"PATRASCU, EMANUEL"
1558,"AYRES, JIM"
1559,"GABRIEL, LYNN"
1560,Marc Rodriguez
1561,Elan Carr
1562,"CAPLANE, RONNIE"
1563,Denise Gitsham
1564,Jerry Lewis*
1565,"NEVIN, MIKE"
1566,"MATHUR, PRIYA"
1567,James Hinton
1568,"PACHECO, RODRIC A."
1569,"DE LA TORRE, HECTOR"
1570,"GREWAL, MANMEET"
1571,"HEUMANN, KAREN A"
1572,"EASTMAN, JOHN C."
1573,"Edward ""Ed"" Schmerling"
1574,"KASSAKHIAN, ARDASHES"
1575,"EASTON-BROWN, ALEX"
1576,"SCOTTO, FRANK"
1577,Tim Sheridan
1578,"CONNELL, KATHLEEN"
1579,Jeane Ensley
1580,"MAGSIG, NATHAN"
1581,Robert Vaughn
1582,"KRUEGER, PATRICIA \PAT\"""""
1583,"HEALEY, LAURETTE"
1584,Mark Wyland*
1585,Timothy J. Allison
1586,Jackie Conaway
1587,"BRANSTINE, DAN"
1588,"MARQUEZ, RAY"
1589,"CHUCHUA, BRIAN NEIL"
1590,"HAVICE, SALLY"
1591,"MADDOX, KENNETH"
1592,Heidi Hall
1593,Jim Nielsen*
1594,"ROBINSON, MIKE"
1595,"GIRARD, ROSARIO"
1596,"WYMAN, PHILLIP"
1597,"MENDOZA, OSCAR"
1598,"JONES, JUDITH E."
1599,"WALTER, ROBIN T."
1600,Raul Ruiz
1601,Joseph McCray Sr.
1602,"CHAROEN, GORPAT HENRY"
1603,"DICKERSON, DICK"
1604,"JOHANNESSEN, MARK"
1605,"EVANS, NOREEN M."
1606,Dennis J. Campanale
1607,Rick Ciardella
1608,"DE ST. JEOR, BRET"
1609,"WILSON, LINDA"
1610,"WOOLERY, LISA"
1611,"VELA, DAVID"
1612,"BRADFORD, STEVEN"
1613,"KRAMER, DAN"
1614,"PICO JR., THOMAS P."
1615,"JOHN J., BENOIT"
1616,"JONES, BILL"
1617,"MALHI, SATINDER S."
1618,"HOM, GLORIA"
1619,Jorge Lopez
1620,"NICHOLSON, LAUREL A."
1621,Beth Krom
1622,"CHAVEZ, ARTURO"
1623,Ian Charles Calderon
1624,"WIGGINS, PATRICIA ANN"
1625,"COX, DAVE"
1626,Bob Stephens
1627,Joy D. Delepine
1628,"WESTLY, STEVE"
1629,Joseph Alexander Rubay
1630,Marshall Tuck
1631,Lucille Roybal-Allard
1632,"ANGELIDES, PHIL"
1633,"REILLY, JANET"
1634,Steve Stokes
1635,Steve Pougnet
1636,"PENA, JOHN J."
1637,Jack M. Guerrero
1638,"JOHNSON, ROSS"
1639,"GABL, DIANE CHRISTINE"
1640,"BECKER, JOSH"
1641,"FLUKE, SANDRA"
1642,"HASKIN, GREG"
1643,"ARNERICH, NEWELL KENNETH"
1644,"Michael Clare Berryhill, Sr."
1645,"DE GONIA, JARROD R."
1646,"HERNANDEZ, PATRICIA"
1647,"WANG, KRIS"
1648,Jay L. Stern
1649,"COGDILL, DAVID E."
1650,"REILLY, EMILY"
1651,"WASHINGTON, PAT"
1652,"JENKINS, STEWART D."
1653,"HALLDIN, BILL"
1654,Forest Baker
1655,"BATES, PATRICIA"
1656,"HUNSWECK, MICHAEL J."
1657,Jane Harman*
1658,Christopher Mateo
1659,"CARCIONE, JOHN P."
1660,"NEVIN, MICHAEL D."
1661,"JESSON, NICK"
1662,"MARTINEZ, SUZETTE"
1663,"DIVINE, ROBERT B."
1664,"OHTAKI, PETER I."
1665,"MORALES, ELOY"
1666,"O'CONNELL, DANIEL B."
1667,"HAYES-RAITT, KELLY"
1668,"LAU, JAMES"
1669,Lynn C. Woolsey*
1670,"WEIDE, VANDER"
1671,"AUGUSTINE, LEN"
1672,"WILDMAN, SCOTT"
1673,"BEYER, DEBBIE M."
1674,"CHEEMA, SARABJIT KAUR"
1675,"GRIMES, JAMES W."
1676,John P. Colbert
1677,"BETANCOURT, PAUL"
1678,"MIKELS, JUDY"
1679,"GRANLUND, LONNI"
1680,Alberto Waisman
1681,"GORDON, RICHARD S."
1682,"PEREZ, VICTOR M."
1683,Lee H. Chauser
1684,Justin Donald Fareed
1685,"Joseph Mc Cray, Sr."
1686,"ARGUELLO, DANIEL"
1687,"ALDINGER, JIM"
1688,"THIER, HOLLI"
1689,Marcel Weiland
1690,"LUDLOW, MARTIN"
1691,"JEANDRON, GARY"
1692,Lady Cage
1693,"FREEMAN, S. DAVID"
1694,George R. Williams
1695,"LO, HENRY"
1696,Doo Sup Park
1697,"FLYNT, LARRY"
1698,"DE LA LIBERTAD, ARMANDO"
1699,Gerald Hashimoto
1700,Mervin Evans
1701,"ROMERO, GLORIA"
1702,"JAKE, JOHN"
1703,"HARDEN, DANIEL V."
1704,Mike Moloney
1705,"DEBLAUW, RONALD E"
1706,Howard Katz
1707,"WALSH, CHAD R."
1708,"MILLER, RAYMOND"
1709,"KOREVAAR, ERIC J."
1710,Gwen Patrick
1711,John Dennis
1712,"VERONESE, JOE"
1713,"KLOSS, JANINE L."
1714,"AMANTE, JERRY"
1715,"LENNING, DIANE A."
1716,"PAPE, KEVIN"
1717,"SCHMIDT, ERIC"
1718,"SALAS, BRENDA"
1719,"GONZALES, RICK"
1720,"PETRILLA, JESSE"
1721,"OTTO, KEVAN"
1722,"LEVINE, LLOYD"
1723,"SCHWARZENEGGER, ARNOLD"
1724,"FARRISE, SIMONA"
1725,"BIGGERS, KEVIN J."
1726,"MASTIN, JAMES"
1727,Mary Bono Mack*
1728,Deborah (Debbie) Bacigalupi
1729,"MOUANOUTOUA, VONG"
1730,"DAIGLE, LESLIE J."
1731,"LEDDY, JIM"
1732,"ALQUIST, ELAINE"
1733,"WESTALL, ANDREW J."
1734,Greg Opinski
1735,"FENNELL, DAVID"
1736,"PAK, BEN"
1737,"BAUMANN, HELEN K."
1738,Mark Anthony Orozco
1739,Bob Whalen
1740,"BYRNE, JOHN"
1741,"HU, GRACE"
1742,"BROUGH, BILL"
1743,Wally Herger*
1744,"VASCONCELLOS, JOHN"
1745,"REYES, SARAH"
1746,"AREIAS, RUSTY"
1747,"CASTANEDA, STEVE"
1748,Melissa Ruth O'Donnell
1749,"Patricia C. ""Pat"" Bates"
1750,"DURAZO, MARIA ELENA"
1751,"KANG, SAM"
1752,"Kevin J. Lincoln, II"
1753,"FERNANDEZ, JOANNE"
1754,Elton Gallegly*
1755,Louie J. Campos
1756,"CARRILLO, PEDRO"
1757,Craig Huey
1758,"RICHMAN, KEITH STUART"
1759,"CARRILLO, WENDY"
1760,Ray Moors
1761,"KLEHS, JOHAN"
1762,"WALTERS, MARIAN"
1763,"ELLIOTT, ROBERT V."
1764,"PERATA, DON"
1765,"ZIMMERMAN, MICHAEL"
1766,"ZIPPI, MARIANNE"
1767,Mike Villines
1768,R. Adam King
1769,"KAMENIR-REZNIK, JANICE"
1770,"DELIGIANNI-BRYDGES, ALEXIA L."
1771,Scott Markovich
1772,"FAJARDO, JOEL"
1773,"HARMAN, TOM"
1774,"GRUENER, GARRETT"
1775,"James I. ""Jim"" Faison"
1776,"BRONNER, REGINALD G."
1777,"AYALA, LUIS"
1778,"KOKKONEN, MATT"
1779,"STECKLER, CRAIG"
1780,Rita Ramirez
1781,"VALENCIA, ANA"
1782,"SILVER, JOY"
1783,"VAUGHN, NED"
1784,"LEBLANC, DEBORAH"
1785,Paul R. Garver
1786,"MARKS, CINDY"
1787,"NEWCOMER, OWEN"
1788,"HOLT, GABRIELLA S."
1789,Meg Whitman
1790,"STRICKLAND, PAUL"
1791,"WAYNE, HOWARD"
1792,"MAZE, BILL"
