dbname,id
Jim Patterson,390
"LEJA, JAN",861
Fiona Ma,862
Toni Atkins,863
"RODRIGUEZ, DIANA",864
Esmeralda Castro,865
Mark S. Reed,866
Ramiro Alvarado,867
"LIMON, S. MONIQUE",466
"MIGDEN, CAROLE",868
"HOSTERMAN, JENNIFER",869
"REED, ROMAN",870
"STRICKLAND, AUDRA",871
Charles E. Wilkerson,872
"SINGER, DIANE",873
"HARRIS, EDWARD B.",874
Laurence Kotlikoff,875
"SANDER, DAVID",876
"MITZELFELT, BRAD",877
Tim Donnelly,413
Ken Anton,878
"COSTA, JAMES M.",879
Claire Chiara,880
Joaquin Arambula,881
"RICO, STEPHEN F.",882
"VIDAK, JAMES ANDREW",883
Toni Atkins*,863
"BAKER, CATHARINE",396
"KRIKORIAN, GREGORY S.",884
Rob Bonta*,66
"VOEPEL, RANDY G.",885
"JEFFRIES, KEVIN D.",886
Salud Carbajal,887
"TOMAN, MARY",888
"SIMITIAN, S. JOSEPH",889
"STAMMREICH, JOHN S.",27
Kevin McCarthy*,258
Julia Brownley*,617
"KOLSKI, CHRIS",890
"WATERFIELD, ETTA",891
Richard Bloom*,256
"STROM-MARTIN, VIRGINIA",892
Lee C. Rogers,893
Ofelia Velarde-Garcia,894
"ARAMBULA, JUAN",895
"CALDERON, IAN",896
"LOPEZ, LUIS",897
"KELLY, DAN",898
"BURTON, JOHN L.",899
"VARGAS, JUAN",333
"PAVLEY, FRAN",900
"MILES JR., LAWRENCE W.",901
George Runner*,9
"ORTEGA, BARBARA",902
Mike Thompson,903
"PERKINS, CHARLES E.",904
Bill Monning,724
"MONVILLE III, LOU",905
"ALDEN, JOHN W.",906
Linda T. Sanchez*,696
Jonathan Zachariou,907
"PAPAN, GINA",908
Judy Chu,415
Ronald S. Calderon*,184
Bob Dutton,909
"SIMONOFF, MARTY",910
"SHAW, LYNNETTE M.",911
Dave Miller,912
"FRIEDMAN, JONATHAN",913
"BHATT, ASHIK K.",914
Duncan D. Hunter*,803
"CHIU, DAVID",915
"MADISON, JONATHAN E.",916
"VERRONE, PATRIC",917
"GROSE, TED",918
"ROACH, DERRICK",919
"QUINONES, PEARL",920
"ORTIZ, DEBORAH V.",921
"CHACON, HECTOR",922
Hilda Zacarias,848
"BOSETTI, RICK",823
Ron Nehring,238
"GIPSON, MIKE",409
Mike Everling,923
"GLAAB, PAUL",924
"LINCOLN, KEVIN",925
"BENNETT, JAMES D.",190
"DE VORE, CHARLES S.",926
"KANG, SUKHEE",44
"BRACAMONTES, MICHAEL",927
Doug Applegate,928
"Michael ""Mickey"" Harrington",929
"ERVIN, JOHNATHON",930
"MC GILL, MICHAEL JOSEPH",931
Neel Kashkari,145
Anna G. Eshoo,932
"YEAGER, KEN",933
Ed Royce,849
"JAHN, WILLIAM E.",934
"Alfonso Faustino, Jr.",935
"LIU, CAROL",936
Mimi Walters,48
"DELGADILLO, ROCKARD J.",937
"PAPAN, VIRGINIA",938
"SLONSKY-BREAULT, ROSEANN",939
Ben Hueso,516
"KEELEY, FRED",940
Joel Block,941
"MEDINA, ABIGAIL",653
"ANDREAS, MARY ANN",942
Ian C. Calderon*,896
"Curren D. Price, Jr.*",943
"PEREZ-ESTOLANO, KATHERINE A.",944
"GLAAB, PAUL G.",924
"MARTINEZ, VICTORIA",945
"SCHAUPP, CHARLES",306
"HESSELEIN, DERRICK C.",946
"LARRABEE, JASON",947
"BERRYHILL, THOMAS C.",948
"REYNAGA-EMETT, CORKY",949
"JOHN, ALDEN",950
"ARMENTA, CHRISTOPHER R.",951
"KAIN, PALMER",559
"SPENCE, MIKE",952
"STEPHENS, ROBERT L.",953
Richard Reed,954
Kim Vann,955
"HARMAN, DIANNE D.",956
"ARMENTA, DAVID W.",203
Jerry Hayden,957
"HUNTER, TRICIA",958
Patrick D. Hogan,959
"SALAS JR., RUDY",960
"MACHADO, MICHAEL J.",961
"Veronica ""Roni"" Jacobi",962
"PEREZ, LETICIA",963
"MA, FIONA",862
"LA MALFA, DOUG",964
"WINSLOW, WILLIAM L.",965
"DYMALLY, MERVYN",966
Fortney Pete Stark*,967
Tom McClintock*,968
"DIRIDON JR., RODNEY",969
"NGUYEN, MADISON",260
"BURKE, AUTUMN",669
"PINEDA, DOROTHY",970
Robert Chandler,971
"BUSTAMANTE, CRUZ M.",972
"BROOKS, KAREN",768
Hugh Bussell,973
Mark Takano*,974
"OLBERG, R. KEITH",819
"RODRIGUEZ, FREDDIE",138
Julie Griffith-Flatter,975
Jeff Gorell,573
"CHESBRO, WESLEY",475
"PETTIS, GREGORY S.",976
"KASPERZAK JR., R. MICHAEL",977
"EU, MARCH FONG",978
David L. Miller,979
"WILLOUGHBY, ANTHONY",980
David Valadao*,312
"KRING, LUCILLE",640
Jerry Kowal,981
Lorena Gonzalez*,982
"REYES, ELOISE",983
Shannon Grove,544
"STEINORTH, MARC",984
Dennis Deyoung,354
"WAPNER, ALAN D.",470
"PAROSKI, SEAN",985
John Renison,986
"SHAW, TIM",987
"IMBASCIANI, VITO",988
Gregg D. Fritchle,989
Tony Cardenas,663
"COTO, JOE",990
"SONG, PAUL",991
Ronald Paul Kabat,992
"PORTANTINO, ANTHONY",993
"WALKER, PROPHET",994
"MILLER, GLENN A.",995
"SNODGRASS, DONNA J.",996
Darcel Woods,997
"DEFRANK, DAVID",998
Karina Onofre,999
"HERTZBERG, ROBERT",1000
Tom Daly*,1001
David Hadley,1002
"LEVEY, JONATHAN",1003
"CHABOT, PAUL R.",293
"COPPES, GREGORY L",1004
"KIM, YOUNG O.",689
Charles M. Calderon*,1005
"RIDDLE, PHLUNTE",1006
"PESCETTI, ANTHONY",1007
"NESBET, BARBARA",1008
"MCGILL, MICHAEL",1009
"HODGE, JASON T.",630
Holly J. Mitchell*,1010
"KOUNALAKIS, ELENI",1011
Larry S. Andre,1012
"CALDERON, THOMAS M.",1013
"PLESCIA, GEORGE A.",1014
Nachum Shifren,1015
"LEYES, MARK A.",1016
"GRAY, MATTHEW W.",1017
Shannon Grove*,544
Das Williams,756
"PINARD, MARGARET ANN",1018
"WASHINGTON, CARL",1019
"COOK, PAUL J.",166
"GILBERT, JOANNE T.",1020
John Moore,1021
Suzanne Olivos,1022
"GAINES, EDWARD T",330
"VELARDE-GARCIA, OFELIA",894
"RODITIS, KONSTANTINOS",1023
"NEMETH, EDWARD J.",1024
Ted W. Lieu,1025
Roger Dickinson,1026
Raul Garcia,1027
Ling-Ling Chang,625
Rob Bonta,66
Sabrina Cervantes,364
"VEENKER, VICKI",1028
"HARDY, STEVE M.",1029
Sandré R. Swanson,141
"LENO, MARK",331
Kevin R. Scott,1030
Rob Maffit,1031
"VIDAL, THOMAS",775
"GUBLER, WARREN",1032
Rocky J. Chavez,425
"BRUNNER, JANE",1033
"PHILLIPS, AL",278
Paul A. Smith,1034
Brian Caples,855
"BULLOCK, DENNIS R",1035
Art Kiesel,1036
Abel Guillen,5
Anthony Rendon,308
Ricardo Antonio Benitez,1037
"SWANSON, SANDRE",141
"BUCHANAN, JOAN",1038
"KIM, YOUNG",689
"CAMEJO, PETER M.",1039
"CONRAD, BILL",1040
"KARNO, NICK",1041
Nancy Pelosi,543
"WARREN, ELIZABETH",1042
"WAKIM, SAMUEL",1043
Anthony J. Portantino,993
"BARAJAS, ESTHER",1044
Ellen M. Corbett*,81
Patrick O'Donnell,1045
"DE LA FUENTE, IGNACIO",1046
Terry Rathbun,1047
"PULLEN-MILES, ROBERT",1048
"RIOS, PEDRO AYON",1049
Ron Smith,824
"HUNT, CLARENCE",1050
"UMBERG, THOMAS J.",1051
Marie Waldron,1052
Rob McCoy,832
"PONCE, JAIME OLIVER",1053
Michael Eggman,1054
Kevin McCarthy,258
Noel A. Jaimes,1055
"BUTTERFIELD, PAUL",1056
"AGUIAR-CURRY, CECILIA",1057
"GREENE, LYN",1058
"HORSPOOL, RAYMOND P.",1059
Bob Flores,1060
Rudy Salas,797
"NELSON, KERRY J.",764
Robert Bernosky,1061
Ricardo Lara,122
"WALDRON, MARIE",1052
"CURRY, KEITH",1062
Donna Lowe,73
"MCGRATH, ROSALIND A.",1063
"COOLEY, STEVE",1064
Christy Smith,135
"GAINES, TED",706
Cynthia Santiago,1065
Josh Newman,94
Kathleen Henry,1066
"O'CONNELL, JACK",1067
Sherry Walker,1068
"PETTIS, GREG",1069
David Dreier*,1070
"PORTILLO, CESAR",1071
"HARGROVE, KARALEE B.",79
"MANAYAN, HENRY C.",1072
"LUTNESS, CAROLE",175
Ray Lutz,1073
"YOUNG, STEVEN RAY",1074
"QUINTERO III, FRANK",1075
"SCHERMAN, SOPHIA GONZALES",1076
"RENISON, JOHN",986
"SCOTT, JACK",1077
"HARRINGTON, MICHAEL \MICKEY\""""",929
Wendy Gabriella,1078
"MC HUGH, PETER A.",1079
"ALI, ANILA",1080
"HARRIS, ELIHU",1081
"GERBER, DONNA C.",1082
"MC IVER, BARBARA G.",1083
Cameron M. Smyth*,1084
"EASTIN, DELAINE",1085
Tom Watson,1086
"ZETTEL, CHARLENE",1087
Rudy Mendoza,843
"THOMSON, HELEN M. (WITHDRAWN)",1088
Jerry Tetalman,1089
"HOWORTH, AMY",1090
"DUTRA, JOHN A.",1091
"GENTRY, DORIS L.",1092
"ARONER, DION",1093
"ADAMS, STEVE",1094
"DOMINGUEZ, FRANCISCO",1095
"Chengzhi ""George"" Yang",1096
"BERMUDEZ, RUDY",1097
"HARKEY, DIANE",673
"SIMMONS, RICHARD J.",1098
Tom Walsh,1099
Brian Daniel Whelan,1100
"AKILI, GREGORY",1101
"ECHOLS, ELIZABETH",1102
"IVIE, RICKEY",1103
"MCDONALD, KRISTINE LANG",1104
Robert Carabas,1105
"MANN, CHRIS",1106
"FIREBAUGH, MARCO ANTONIO",1107
Donald J. Trump,1108
"KARNETTE, BETTY",1109
"RUSKIN, IRA",1110
"TRAN, KIM NGOC",1111
"HUDSON, MICHAEL J.",1112
Charlotte A. Svolos,1113
Dan Logue,1114
"GOLDBERG, JACKIE",1115
"MONTEITH, DICK J.",1116
Kamala D. Harris,1117
William Rodriguez Morrison,1118
Kevin D. Melton,1119
"MC DONALD, KRISTINE L.",1120
"TOPALIAN, RITA H.",338
"CANCIAMILLA, JOSEPH",1121
Gloria Negrete McLeod,497
"ZOSLOCKI, WILLIAM",1122
"MARCIANO, GEORGES",1123
Jay Obernolte,467
"WESSON, HERMAN J",1124
Carly Fiorina,1125
Danny R. Turner,1126
"LA SUER, JAY",1127
Gregory Allen,1128
"Ruben ""RJ"" Hernandez",1129
Nicholas Shestople,1130
"CAMEJO, PETER MIGUEL",1131
"SCHANZ, TERRY",1132
"KRAFT, GREGORY A.",1133
"HILL JR, SAMUEL JOEY",1134
Anna G. Eshoo*,932
Cheryl R. Brown,75
"NAKANISHI, ALAN S.",1135
Mark Reed,866
Fran Pavley*,900
"MATHIS, DEVON J.",1136
"HERNANDEZ, MANUEL P.",1137
"LYONS, JOSEPH",1138
"DAYSOG, ANTHONY H.",1139
"FULLER, JEAN",171
"HOSTERMAN, JENNIFER A.",1140
"DE LA PIEDRA, MARIO",1141
Juan Vargas,333
"WATERFIELD, HENRIETTA CARMEN",1142
"PERRY, LAURA",1143
"DICK, LARRY",1144
"CRAFFEY, MATTHEW G.",1145
"RAMIREZ, FRANCISCO",1146
Darrell Steinberg*,387
"ROBEY, ED A.",1147
Elizabeth Emken,1148
"TAITZ, ORLY",1149
"BROWNLEY, JULIA",617
"MASRY, FERIAL",1150
Henry A. Waxman*,1151
"SCLAVOS, NICHOLAS C",837
Marc Levine,172
"SANCHEZ, ALFONSO",1152
"NARITELLI, LAWRENCE",1153
"ACKERMAN, RICHARD",1154
"BORGEAS, ANDREAS",1155
"BLOUNT, STEVE",1156
"PRICE, PAMELA",1157
"BROWN, WILLIE L.",1158
"SKIPAKEVICH, MICHAEL",1159
"URANGA, TONIA R.",1160
"LEVINE, DANIEL",1161
"PHILLIPS, ESTES A",1162
Douglas P. Dye,283
Donn Coenen,1163
"MCKINNEY, DON",1164
"BARTH, STASYI A.",1165
Shirley N. Weber,445
Bill Bloomfield,1166
"BADE, OTTO R.",1167
"THURMOND, TONY",1168
Curt Hagman*,1169
Shirley Weber,445
"HOLOBER, RICHARD",1170
"HARDEN, DAN",1171
Ian C. Calderon,896
Matt Dababneh*,494
"RUBIO, SUSAN",1172
"Antonio C. ""Tony"" Amador",59
"GALLEGOS, MARTIN,",1173
David Campos,557
"BENNETT, AUSTIN",1174
"THIESEN, TIM",1175
Holly J. Mitchell,1010
"ACOSTA, DANTE",1176
Otto Lee,1177
"VAZQUEZ, TONY",1178
"ALLEN, MICHAEL J.",755
Roseann Slonsky-Breault,939
"PHAM, LONG K.",1179
Bill Quirk*,431
"WOLK, DANIEL M.",1180
"LEROE-MUNOZ, PETER B.",1181
Ro Khanna,1182
"GALLARDO-ROOKER, ALEXANDRA",1183
Mark DeSaulnier*,1184
"LEHMAN, CHRIS",1185
"SALAS, MARY H.",1186
"FUENTES, JORGE SALOMON",1187
Christopher Salabaj,1188
"FONG, PAUL",1189
Frank Bigelow*,552
"OLIVIER, CLINT",1190
"WAGNER, DONALD P.",1191
"LE, VAN",1192
Chuck Page,1193
"DICKINSON, ROGER",1026
Lou Correa,202
"WARREN, ACQUANETTA H.",1194
"KEENE, RICHARD",631
Star Moffatt,1195
"CONLON, GREG",265
"CHERNY, ANDREI",1196
"PEREZ, JOHN A.",594
"BOYD, MARC",1197
Cecilia M. Aguiar-Curry,1057
"JEHN, ROBERT KEITH",1198
"HARRIS-FORSTER, LINDA",1199
"PETERSON-MORE, DIANA",161
Brett Murdock,1200
Diana G. Shaw,1201
Adam Schiff*,608
"KNIGHT, STEVE",649
Johnny M. Tacherra,1202
"GABRIEL, JESSE",1203
Russ Warner,530
Katcho Achadjian*,1204
"CHAN, WILMA",1205
"BROWN, DAVID K.",1206
"BANNISTER, WESLEY M.",1207
"KUO, PETER",214
"DALE, JACK",1208
Gavin Newsom*,675
"MULLIN, GENE R.",742
Scott Kirkland,1209
"DICKSON, KENNETH C",1210
"ALLEN-NEWMAN, SAMANTHA",1211
V. Manuel Perez*,1212
Wendy Reed,1213
"DUTRA, JOHN",1214
"HAGMAN, CURT",1169
"CHEN, PHILLIP",1215
"LOCKYER, BILL",335
Karen Bass,851
"SOTO , NELL",1216
Ralph Denney,1217
"MINTZ, NATHAN M.",668
"PRICE, CURREN D.",31
Harinder Grewal,1218
"DIAZ, HECTOR",1219
John Uebersax,1220
Linda T. Sánchez,696
"CHOI, PETER",1221
"PIERCE, LEE",1222
Marilyn M. Singleton,1223
Keith Brandon Mc Cowen,1224
"WICKS, BUFFY",1225
"MEZA, MICHAEL G.,",1226
Doris Gentry,1092
Matthew Del Carlo,723
"GATTO, MIKE",1227
Nader Shahatit,1228
"METTLER, KENNETH L.",1229
Ted Gaines,706
"DALY, TOM",1001
Christina Avalos,1230
Bill Hedrick,1231
"YAMADA, MARIKO M.",1232
"MACHADO, GERARD J.",1233
Laura Richardson*,1234
Henry T. Perea*,1235
"ALBY, BARBARA",1236
"HAHN, JANICE",254
"HUBER, ALYSON",1237
"HALLINAN JR., TOM",1238
"SHAW, DIANA",1201
"HAMEL, LEO",229
"JONES, ROBERT L.",1239
Rosalind Freeman,1240
"NAVA, PEDRO",746
"RUBIO, MICHAEL",34
"SHAW, LYN",1241
David Harmer,1242
"FLETCHER, NATHAN B.",1243
Brian A. Gutierrez,1244
"SAYLOR, DON",1245
"CANCIAMILLA, LAURA S.",326
"BENNETT, JD",1246
"AVALOS, CARMEN",1247
Ben Allen,1248
"HAYASHI, DENNIS",1249
"SIMMONS, EVE",1250
"PEREZ, JULIO",1251
Nora Campos*,777
"KINNEY, RICHARD",1252
Jerry Hill,3
"SALDANA, LORI",1253
"LOO, KENNETH J.",1254
"BEALL, JIM",1255
"WILLIAMS JR., HENRY L.",1256
"MC PHERSON, BRUCE A",1257
"GONZALEZ, LORENA",982
Abigail Medina,653
John Paul (Jack) Lindblad,1258
Jose Medina,29
"DEVORE, CHUCK",1259
"LONGVILLE, JOHN",1260
Sharon Quirk-Silva*,357
Mark P. Meuser,514
"CHAVEZ, CHRISTINE",1261
"John Wood, Jr.",1262
Bob Conaway,1263
Rick Bosetti,823
Bill Emmerson*,1264
Doug Shepherd,1265
"HALLINAN, TOM",1266
Marie Waldron*,1052
"RICHARDSON, LAURA",1234
Steve Sanchez,1267
Phil Ting*,635
"PACKARD, SCOTT D.",1268
"RAMIREZ, RUDY",1269
Nick Popaditch,1270
"HILTON, JAWANE",1271
"DENHAM, JEFF",64
"ZACHARIOU, JONATHAN",907
"WAGNER, DON",1272
Johnathon Levar Ervin,1273
"NIELLO, ROGER",1274
Marc Steinorth,984
Chris Holden*,853
"MEDFORD, JAMES D.",1275
"VARGAS, MARK",1276
"VILLARAIGOSA, ANTONIO",1277
Loraine Goodwin,1278
"GONZALEZ, LORENA S.",982
Andy Vidak*,379
"DE SAULNIER, MARK",1184
"HAMMOND, LAUREN",441
John C. Goya,1279
"FORSCH, GLEN",1280
Joe M. Gardner,1281
Steve Young,750
"POLLOCK, DAVID",1282
Betty T. Yee,393
Brian Hendry,1283
"MENCHACA, ALEJANDRO",1284
Patrick Malloy,1285
"KONNYU, ERNEST L.",1286
Todd Royal,1287
"ARNOLD, LEFRANCIS",1288
"VELDSTRA, RICK",1289
Jeff Taylor,1290
Mike Morrell,518
Dante Acosta,1176
"WATSON, LUPE RAMOS",1291
Benjamin Campos,1292
Lois Capps*,1293
Doug La Malfa*,964
Mike Davis*,1294
"BUTLER, BETSY",1295
"WALKER, DAN",1296
"LEVITT, SCOTT L.",1297
"MEDINA, JOSE",29
"MAESTAS, KATHERINE E.",1298
Dan Logue*,1114
"POPE, CARTER N.",1299
George Miller*,1300
"ODEN, RON",1301
Mesbah Islam,1302
Anne Cameron,1303
Susan Talamantes Eggman*,1304
"SHELLEY, SUSAN",1305
Dale K. Mensing,1306
David G. Valadao,312
"LACKEY, THOMAS W.",1307
"ORTIZ, DEBORAH",921
John Campbell*,1308
Tony Mendoza,1309
"TURNER, BISHOP EDWARD",1310
John Chiang,486
"VILLARAIGOSA, ANTONIO R.",1311
"ORNELLAS, LEROY",1312
Mae Cendaña Torlakson,1313
William (Bill) Brough,1314
Lorena Gonzalez,982
"MORRELL, MICHAEL L.",1315
Jared W. Huffman,178
"WALDMAN, STUART",1316
"SHOEMAKER, BRANDON K.",1317
"DICKERSON, RICHARD \DICK\""""",1318
"MIRANDA, FRANK",859
"CHIARA, CLAIRE",880
Peter Tateishi,1319
"APPELQUIST, BARBI",1320
Charles Bennett Jr.,1321
"FOWLER, FREDERIK M.",1322
"Tim Weintz, Sr.",1323
"SANTILLAN-BEAS, MARIA T.",1324
Jack Uppal,1325
Susan Shelley,1305
"RICHARDS II, PAUL H.",1326
"BOOT, SARAH R",1327
"MORRIS, GWEN",70
Mattie Fein,1328
"ARMENTA, CHRISTOPHER",951
Mary Hayashi*,817
Eric Linder*,275
"MAYES, CHAD",281
"DIRIDON, RODNEY",1329
Tom Lynch,1330
"DICKSON, KENNETH C.",1210
"PINEDA, RENE GONZALO",1331
"AGUERO, ANDREW S.",1332
"BAUGH, LES",1333
Troy Edgar,1334
"SANDERS, SEDALIA",1335
"KROVOZA, JOSEPH F.",1336
Tom McClintock,968
"NAZARIAN, ADRIN",405
"CARRILLO, JR., FRANCISCO",1337
"APPEL, JUDY",1338
"PAPAN, VIRGINA",938
Scott Thomas Wilk,1339
Mari Goodman,1340
"RUBIO, MICHAEL J.",34
Douglas Haaland,1341
"HORTON, JEROME E.",84
Brian Nestande*,695
Randy Voepel,885
Roger Hernández,63
"HORTON, SHIRLEY",1342
Steve Adams,1094
Isidro Armenta,1343
Jim Costa*,465
Luis Lopez,897
John Garamendi*,241
Jim Beall,1255
Tony Strickland,1344
"MC CABE, BRIAN L.",1345
"HEGYI, PAUL G.",1346
"PATE, JOHN",1347
"OSBORN, TORIE",1348
"ATKINS, TONI G.",863
Brian Bilbray*,1349
"ALEJO, LUIS",235
"STRICKLAND, TONY",1344
George Runner,9
"KLASKE, FREDERIC C.",1350
"Isadore Hall, III*",154
Rafael A. Dagnesses,1351
"WILSON, MICHAEL",1352
"DANTONA JR., JIM",1353
Scott Peters*,1354
ArLyne Diamond,1355
"MATHEWS, RICHARD M.",1356
"RUNNER, GEORGE",9
"TERAMOTO, JASON K.",1357
Luis A. Wong,1358
Janet Nguyen,1359
"BELDEN, MARK",1360
"KAMENA, SCOTT",1361
"VILLINES, MICHAEL N.",1362
Luis Chavez,1363
"KERN, JERRY",1364
"BROWN, MARGARET",1365
Corky Reynaga-Emett,949
"FUENTES, FELIPE",1366
Doug Ose,1367
"TORRES, NORMA J.",193
Tom Torlakson*,616
"TAYLOR, THERESA",1368
"GIBSON, JAMES E.",1369
"GANTT, GENE",1370
"SCHIPSKE, E. \GERRIE\""""",1371
Tyler Fischella,1372
"CARDENAS, TONY",663
"WHITMAN, MARGARET C.",1373
Evan McMullin,1374
"ESTRADA, RAFAEL",1375
Prophet La'Omar Walker,1376
"MAIENSCHEIN, BRIAN",665
"PEREZ, IRELLA",1377
"COX, TERESA",1378
"TINAJERO, SAL",1379
"LOWRY, JOHN R.",1380
"MARTINEZ  , DIANE J.",678
"LAIRD, JOHN S.",1381
"DUTTON, BOB",909
Dave Chapman,1382
"MARTINEZ, EFREN",1383
"LUCAN, ERIC A.",1384
"REYES, ELOISE GOMEZ",1385
Melissa Fox,1386
Brian Maienschein,665
"OSTRANDER, DANIEL LEE",1387
"ACUNA JR., JOEY V.",1388
Rick L. Powell,1389
Rocky Chavez,425
"JONES, LINDA",438
Gary Kephart,1390
Laura A. Peter,1391
"GOMEZ, ARMANDO",1392
"GARCIA, MONICA",1393
Tim Thiesen,1175
Vicki Veenker,1028
"SANTIAGO, MIGUEL",782
"HARRIS, KAMALA D.",1117
Omar Navarro,1394
"DUNN, DAMON J.",143
Ken Cooley,790
Roger F. Lasson,1395
Jose Solorio*,711
"WILK, SCOTT T.",1396
Ami Bera*,613
"CALDERON, CHARLES M.",1005
"WELCH, KATHERINE",1397
Diane L. Harkey,673
"DISPENZA, MIKE",1398
"RUSSO, JOHN A.",1399
Gila Jones,1400
"KUYKENDALL, STEVEN T.",1401
"VALENTINE, BOB",1402
"TING, PHIL",635
Marty Block*,1403
"SNODGRASS, DONNA",996
"GORDON, MIKE",1404
Martin Garrick*,140
Steve Cohn,1405
"KRAFT, GREGORY",1406
Roman Gabriel Gonzalez,1407
Roger Hernandez*,63
"COHN, REBECCA",1408
Xavier Becerra,41
"GOULD, JOHN S.",519
"FONG, DARRELL",505
"DIAZ, MANNY",1409
"WOOD, JAMES D.",1410
"BLUMENFIELD, BOB",1411
"WOOD, CARL W.",1412
Mike Feuer*,1413
"QUIRK-SILVA, SHARON",357
"FOX, MELISSA",1386
Derrick Roach,919
"MURATSUCHI, AL",340
"SHELBY, JAMES C.",1414
"ARNOLD, KEN",805
"NAKANO, GEORGE",1415
"EMMERSON, BILL",1264
"REED, JIM",1416
"LEON, PAUL S.",1417
"MAC ALONEY, WILLIAM",1418
Bonnie Lowenthal*,395
Carol Liu*,936
"GHARABIKLOU, CAMERON J.",1419
"JACKSON, SUZANNE",1420
"Virginia ""Mari"" Goodman",1421
Eric Swalwell*,1422
Matthew Harper,1423
"CANNELLA, ANTHONY JOSEPH",1424
"PRUITT, DAVID ROA",1425
"TRAN, VAN",447
Debra Bowen*,388
"EGGMAN, SUSAN",1426
Ruben Macareno,1427
"WARNER, RUSS H.",530
"ROUSE, CHARLES E.",1428
Perrin Swanlund,1429
"BISHOP, ART",1430
"MOORLACH, JOHN",1431
"KILEY, KEVIN",1432
"STONE, JEFF",1433
Norma J. Torres*,193
Ron Varasteh,1434
Jose Trinidad Aguilar,1435
Jordan Cunningham,1436
"STEIN, GREGORY A.",1437
Peter Choi,1221
"KREKORIAN, PAUL",1438
"WALSH, CHAD RICHARD",1439
"YOUNG, JOEL B.",1440
"ENGLAND, MARY",1441
"PAPAN, LOU",1442
"BUELNA, GABRIEL",1443
"KILLIAN, CLINTON",1444
"GARCIA, CRISTINA",176
"RICHARD, RAINEY",1445
"ACEVES, LARRY",784
Larry Beaman,1446
"SMITH, RONALD D.",1447
Richard Pan,183
"HALL, ISADORE",1448
Esthela Torres Siegrist,1449
"BAYLISS, SHAWN",1450
"NATION, JOE",1451
"GASTIL, GEORGE C.",1452
"CAMPBELL, TOM",1453
Suzanne Savary,1454
Darrell Issa*,564
Heidi Harmon,461
"MC KEON, PATRICIA",1455
Paul Vincent Avila,1456
"GONZALEZ, ARACELI",1457
"MAZE, REBECCA",1458
"DYMALLY, MERVYN M.",1459
Jack Sieglock,670
"PRICE-CRAWLEY, PAMELA",1460
"NAMAZI, NAZ",1461
Mark Gilham,1462
"GAGNIER, CHRISTINA",493
"ANDAL, DEAN",1463
"POHL, BOB",1464
"MC LAUGHLIN , JOHN T.",1465
Sean Jay Panahi,807
Clint Olivier,1190
"BRITT, HARRY",1466
"LEYVA, CONNIE M.",347
"HUFFINGTON, ARIANNA",1467
"SALEH, ALI",1468
"TUCKER, SUZANNE",1469
Alan Lowenthal*,1470
Preston Picus,1471
Scott Folkens,1472
"KORETZ, PAUL",1473
Tim Donnelly*,413
Marc Levine*,172
Roger Hernandez,63
"MATTHEWS, BARBARA",1474
"GREEN, DARCIE",1475
Greg Diamond,1476
"ANDERSON, JOEL",1477
"CENDANA TORLAKSON, MAE",1313
"MELENDEZ, RICHARD",1478
"SIDHU, HARRY",1479
Lawrence R. Wiesner,1480
Gregg Imus,1481
"GRAHAM, PHIL",1482
"MULLENS, JR., THOMAS A.",1483
"QUINTERO, ANDRES",592
"EARLY, ERIC",1484
Jerry McNerney*,1485
"HENRY, KATHLEEN",1066
"WILLIS, WARREN",274
"MOORE, MARGARET \PEGGY\""""",1486
"DE LEON, KEVIN",660
"GRAY, GLORIA",1487
Betsy Butler*,1295
Warren T. Furutani,829
"HALLINAN, THOMAS",1488
"POIZNER, STEVE",1489
Ryan Hatcher,1490
"RUNNER, SHARON",1491
Mariko Yamada*,21
"DAVID, SAUNDRA",643
"VASQUEZ, MELINDA",366
"REED, THOMASINA",1492
"TOWNSEND, DAVID G.",1493
Joan Buchanan*,1038
Al Muratsuchi*,340
"BROWN, EDMUND G. (JERRY)",167
"PFEILER, LORI HOLT",847
Shawn K. Bagley,451
Jeff Gorell*,573
Karen R. Bass*,851
"ARAMBULA, JOAQUIN",881
"RAMOS, MIKE",1494
"RIORDAN, RICHARD",1495
"HOUSTON, GUY S.",1496
"GABRIELLA, WENDY B.",1497
"AKILI, GREG",1498
"ENG, MIKE",1499
Adam B. Schiff*,608
G. Burt Lancaster,1500
"ENG, MICHAEL",1501
Zoe Lofgren,626
Doris Matsui*,1502
"RUBAY, JOSEPH A.",1503
"AMUNDSON, PETER",535
John Munn,375
Adnan Shahab,1504
"FLOWERS-ZUNIGA, SALLY A.",1505
Anthony Rendon*,308
Rico Oller,1506
Jim Cooper,1507
"FONG, MICHAEL",1508
Anthony J. Portantino*,993
Brad Jonathan Taylor,1509
Martha Flores Gibson,1510
Mike Gipson,409
Matthew Lin,177
Jim Patterson*,390
"BLEICH, JEFF",1511
"GUZMAN, GERRI",1512
"JOHNSON, BRIAN C.",1513
"ALLEN, MICHAEL",755
Sue Caro,1514
"ALLEN, GREGORY J.",1128
"MERCADO-FORTINE, GLORIA",1515
"CONLON, P. GREGORY",1516
"THIESEN, TIMOTHY A.",1517
Daniel W. Roberts,1518
"MAHMOOD, ASIF",1519
"URANGA, TONIA REYES",1520
Scott Wilk*,1396
"SCHOHR, RYAN",1521
Ron DeBlauw,1522
"GREWAL, HARINDER",1218
"MIKELS, MARJORIE M.",1523
